id,created_at,updated_at,description,category_id,price,type_of_post,animal_id,user_id,title,user_position,,,
889,2019-08-16 02:24:25,2019-08-16 02:24:25,"Véritable Spitz Poméranien nain chocolat LOF au caractère très affectueux et joueur, très très belle conformité, grosse ossature, très grosse fourrure (... voir la suite)",1,26,1,630,7905,Mâle spitz nain pomeranien chocolat,Houdan 78550,,,
890,2019-03-30 16:21:56,2019-03-30 16:21:56,Pigalle de l'Hortensia Bleu Chatons mâle chartreux disponible il est primo vacciné et rappel fait identifié à l'ICAD et au LOOF passeport (... voir la suite),1,53,1,1077,5457,Chatons chartreux loof,Douai 59500,,,
891,2019-05-08 07:52:08,2019-05-08 07:52:08,BEBES COTONS DE TULEAR BLANCS DE GRANDE QUALITE ATTENDUS DEBUT AVRIL 2020. Deux portées cotées 8 étoiles sont attendues à l'élevage du Castel de la (... voir la suite),1,1,1,1214,5257,Cotons du castel de la roche aux fées,Pancé 35320,,,
892,2019-03-05 10:48:00,2019-03-05 10:48:00,"La Chatterie Of British Archanges vous présente ses chatons British Shorthair ( seront LOOF). Nés le 18/02/2020 d’Operette blanche, Femelle British (... voir la suite)",1,33,1,1040,5566,A réserver somptueux british shorthairloof,Château-du-loir 72500,,,
893,2019-12-12 18:35:43,2019-12-12 18:35:43,"Chiot à réserver sur la portée de (MCH) Maggie May de l'Aige de la Tournelle et (CH) Oscar du Bois des Ternes, ils sont nés le 17 Février 5 Mâles et 2 (... voir la suite)",1,35,1,787,2995,Chiot berger blanc suisse,Minot 21510,,,
894,2019-05-14 01:56:49,2019-05-14 01:56:49,"A Béziers, dans mon petit élevage, Le Clan des Majebaas, sont nés le 20 janvier 2020 1 mâle lièvre et 1 femelle sorrel. Ils sont nés dans ma chambr (... voir la suite)",1,56,1,150,7580,Chaton abyssin mâle à réserver,Béziers 34500,,,
895,2019-05-08 12:06:29,2019-05-08 12:06:29,A réserver sublimes chatons british shorthair bleus et lilas nés le 17/03/2020 : Ryana et Rosita : femelles bleues Riley : mâle bleu Rhum-coco et R (... voir la suite),1,24,1,447,5429,"Chatons british shorhair pedigree, livraison possible",Manosque 04100,,,
896,2019-12-01 18:52:57,2019-12-01 18:52:57,"Memphis, Mâle de couleur silver, presque 5 ans, est un chat très gentil, bavard et câlins. Il est maintenant à la retraite et je voudrais lui trou (... voir la suite)",1,11,1,1518,3792,"Memphis, mau egyptien silver",a Geneytouse 87400,,,
897,2019-09-14 00:58:00,2019-09-14 00:58:00,"Mélody est une chouette bulldog, très sympa, jolie,, toujours contente. Elle est super mais n'est pas faite pour l'élevage. Je la cède à contre co (... voir la suite)",1,51,1,1475,4014,A vendre femelle bulldog anglais,a Geneytouse 87400,,,
898,2019-09-03 01:08:20,2019-09-03 01:08:20,Musique de la Source du Riet Veld et Oz de la Source du Riet Veld issus d'une lignée de champions de beauté sont heureux de vous annoncer l'arrivée (... voir la suite),1,34,1,1217,7603,Chiots golden retriever très clairs nés le 11 février 2020 à réserver,Zermezeele 59670,,,
899,2019-09-14 08:51:14,2019-09-14 08:51:14,Elevage familial de sphynx proche de Toulouse. Macbeth sphynx mania's et Baloo ont donné naissance à 3 petits sphynx ! REPETTO mâle noir REGATTA (... voir la suite),1,52,1,1101,3792,Sphynx disponible loof,Cahors 46000,,,
900,2019-10-15 15:33:20,2019-10-15 15:33:20,Chiots à réserver sur une portée de 9 (4 mâles et 5 femelles) nés le 17 février 2020 issus du mariage de : - N'JOAO NEELAH DU BATAILLON DE CHARME fem (... voir la suite),1,30,1,1487,7653,Superbes chiots golden retriever lof,anouaille 24270,,,
901,2019-09-18 03:55:50,2019-09-18 03:55:50,Chiots à réserver sur une portée de 10 (5 mâles et 5 femelles) nés le 21 février 2020 issus du mariage de : - JILIN SWEET ANGEL DES JARDINS D'OR ET D (... voir la suite),1,49,1,1609,2781,Superbes chiots golden retriever lof,anouaille 24270,,,
902,2019-01-09 03:15:56,2019-01-09 03:15:56,Bonjour l'elev age des pattes D'argent sont heureuses de vous apprendre la naissance de 3 petit Male Cavalier King Charles Tricolore Née le 22/01/2 (... voir la suite),1,35,1,612,6698,Magnifique chiots cavalier king charles lof tricolore,Saint-etienne 42000,,,
903,2019-09-07 04:07:41,2019-09-07 04:07:41,"Le beau mois d'Avril , devrait être propice pour la naissance des petits gris nés de l'union de Miss Marley de Gray Ghost' de la Chevalerie et du be (... voir la suite)",1,3,1,929,2085,Miss marley et maurin,Saint-georges-du-vièvre 27450,,,
904,2019-11-28 22:24:12,2019-11-28 22:24:12,"Lucy du chemin des puits tournants vient de nous donner une tres belle portee de 10 bebes ,tous tres homogenes plus 3 petits males cailles fauves i (... voir la suite)",1,32,1,111,2121,Tres belle portee de bouledogue français,Marieux 80560,,,
905,2019-01-30 04:33:34,2019-01-30 04:33:34,"Vends chiots Border terrier disponible à partir de 10 semaines, vermifugés tous les 15 jours jusque l'âge de 2 mois, vaccinés et pucés, vendu avec cer (... voir la suite)",1,2,1,1167,5341,Vend chiots border terrier,ontaine-l'etalon 62390,,,
906,2019-08-10 01:16:37,2019-08-10 01:16:37,Une jolie portée vient de voir le jour. Excellentes origines américaines Parents testés et radiographiés Les resultats des examens sont donné (... voir la suite),1,15,1,322,4387,Magnifiques chiots bergers americains miniatures,Grez-neuville 49220,,,
907,2019-05-07 08:30:34,2019-05-07 08:30:34,chatons Maine Coon nés le 17/12/2019 ils seront disponibles le 14/03/2020 prix 1.000e il a 3 Males Noir et une femelle Black Silver (... voir la suite),1,22,1,1096,5970,Chatons à réserver,Vaires-sur-marne 77360,,,
908,2019-09-25 20:31:39,2019-09-25 20:31:39,"Une magnifique portée de Yorshire Terrier est née le 4 février, 1 mâle et 4 demoiselles. Il ne reste plus qu'un magnifique mâle et une merveilleuse f (... voir la suite)",1,49,1,1777,2609,Yorkshire terrier lof,Saint-andré-le-gaz 38490,,,
909,2019-03-02 13:39:00,2019-03-02 13:39:00,"L'élevage du Domaine Charlésien vous présente une nouvelle portée de chiots ENGLISH SPRINGER SPANIEL inscrits au LOF: Sur la portée du 18/01/19, i (... voir la suite)",1,16,1,642,4321,A réserver chiots english springer spaniel lof.,Montoire-sur-le-loir 41800,,,
910,2019-11-17 00:39:30,2019-11-17 00:39:30,L'élevage du Domaine Charlésien vous propose à la réservation une portée née le 13/02/2020 de chiots GOLDEN RETRIEVER inscrits au LOF. Les bébés ser (... voir la suite),1,5,1,466,4118,A réserver chiots golden retriever lof.,Montoire-sur-le-loir 41800,,,
911,2019-11-28 23:57:26,2019-11-28 23:57:26,"L'élevage du Domaine Charlésien vous annonce une nouvelle portée de chiots berger blanc suisse inscrits au LOF nés le 21/01/20. Sur cette portée, il r (... voir la suite)",1,9,1,749,5544,A réserver chiots berger blanc suisse inscrits au lof. parents testés.,Artins 41800,,,
912,2019-07-27 06:57:00,2019-07-27 06:57:00,"Une portée de 9 chiots est née le 18 février 2020. Il y a 8 femelles et 1 mâle. 4 femelles et le mâle sont déjà réservés, 2 dans le coin, 1 à Tarbes, (... voir la suite)",1,58,1,1716,4649,4 chiots femelles patous ou montagne des pyrénées,Saint-castin 64160,,,
913,2019-05-04 08:41:18,2019-05-04 08:41:18,"American Curl, nés le 8 août 2019, disponibles immédiatement Ils partiront vaccinés, pucés, inscrits au loof. Les parents sont visibles à la chatter (... voir la suite)",1,48,1,1673,6303,Chatons american curl,Nébouzat 63210,,,
914,2019-03-12 21:40:36,2019-03-12 21:40:36,"American Curl, nés le 14 juin 2019, disponibles immédiatement Ils partiront vaccinés, pucés, inscrits au loof. Les parents sont visibles à la chatte (... voir la suite)",1,22,1,1171,5518,Chatons american curl,Nébouzat 63210,,,
915,2019-05-14 09:21:47,2019-05-14 09:21:47,"A réserver 8 chiots de race drahthaar 2 mâles dont 1marron et blanc et 1 noir et blanc et 6 femelles 4 noir et blanc , 2 marron et blanc d’une portée (... voir la suite)",1,3,1,1611,5357,8 chiots de race drahthaar,Chevillard 01430,,,
916,2019-11-17 22:27:04,2019-11-17 22:27:04,"Pretty, femelle, noire, 1200€ Elle est vaccinée, pucée, vermifugée, et inscrite au LOF. Elle est affectueuse, joueuse, dynamique, et très proche des (... voir la suite)",1,13,1,8,5066,Chiots carlin,Nébouzat 63210,,,
917,2019-01-05 07:47:09,2019-01-05 07:47:09,Harry du domaine de l'érisse (LOF 664893/41746) et G'Sangha des terres quileute (LOF 653369/60230) sont heureux de vous annoncer la naissance le 19/02 (... voir la suite),1,52,1,887,2947,Splendides chiots bergers allemands inscrits au lof,Marennes 17320,,,
918,2019-08-20 14:18:43,2019-08-20 14:18:43,Hawaï beach des princes des cévennes (LOF 108875/13565) et Ouragan du puits des sortilèges (LOF 152643/25493) sont heureux de vous annoncer la naissan (... voir la suite),1,28,1,639,7624,Splendides chiots cavaliers king charles inscrits au lof,Marennes 17320,,,
919,2019-12-08 17:54:30,2019-12-08 17:54:30,"En Bourgogne 3 Chiots Westie sont nés le 24 janvier 2020 . Ils seront , vermifugés , vaccinés CHPL et identifiés par puce électronique . Ils se (... voir la suite)",1,39,1,548,6318,"En bourgogne , chiots westie à réserver",Autun 71400,,,
920,2019-05-27 20:36:44,2019-05-27 20:36:44,« Marzacknoll » Memphis d’origine américaine Grand Champion d’Europe et Néfertiti « Du fort de la bosse marnière » Championne d'Europe sont les paren (... voir la suite),1,27,1,1812,6200,Chatons maus egyptiens black silver spotted tabby inscrits au loof,Marennes 17320,,,
921,2019-11-13 09:30:54,2019-11-13 09:30:54,Très belle portée de chiots jack Russel terrier poils durs origine australienne LOF. Ils sont nés le 22 janvier 2020. N'hésitez pas à visiter le site (... voir la suite),1,50,1,1077,2826,Chiots jack russel terrier origine australienne,ugos 33830,,,
923,2019-02-15 20:23:00,2019-02-15 20:23:00,"Très beau chaton norvégien mâle, né le 28 janvier 2020 est disponible à la réservation. Robe : roux smoke. Nos chatons quittent la maison à l’âge de (... voir la suite)",1,10,1,1005,6732,Chaton norvégien à réserver,e Versoud 38420,,,
924,2019-12-07 03:23:39,2019-12-07 03:23:39,"Femelle née,élevée et sevrée à la maison, sera habituée aux enfants bruits du quotidien, ballade, chats marche en laisse Primo vaccinée vermifugée av (... voir la suite)",1,51,1,1892,3593,Femelle poils longs,Beauzac 43590,,,
925,2019-07-12 09:28:38,2019-07-12 09:28:38,"Peace and Plenty, élevage familial de Golden depuis plus de 20 ans vous propose de réserver votre futur chiot golden retriever né le 22 mars 2020 (d (... voir la suite)",1,49,1,1734,6528,Chiots golden retriever lof à réserver pour mi mai,Verdelot 77510,,,
926,2019-11-11 04:16:16,2019-11-11 04:16:16,"Né le 13 février 2020, portée inscrite au LOF, les bébés partiront pucés, vaccinés, vermifugés, avec kit chiot et doudou. Numéro de portée : 20200056 (... voir la suite)",1,14,1,1400,5722,A réserver chiot mâle leonberg,Ambutrix 01500,,,
927,2019-06-02 22:09:06,2019-06-02 22:09:06,Jolis chiots issus d'un mariage accidentel de deux caniches LOF de couleurs différentes. Parents visibles et ayant déjà reproduit des chiots LOF sépar (... voir la suite),1,7,1,141,6928,Apparence caniches nains gris,Non L.O.F.Bruyères-le-châtel 91680,,,
928,2019-07-23 18:59:46,2019-07-23 18:59:46,sergent chef love a eue 5 magnifiques bébés qui sont maintenant disponible 1 mâle fauve 1 femelle caille fauve 2 fauve les bébés sont de tous petit (... voir la suite),1,55,1,1654,5005,Bouledogue français lof,Parisot 82160,,,
929,2019-01-08 12:31:24,2019-01-08 12:31:24,"Bonjour ! 3 femelles ..parfait , et un mâle !!! trop joli... vous avez le choix !!! 0325296759 pour plus de renseignements où votre visite pour vo (... voir la suite)",1,7,1,1136,6507,0325296759 pour cette très jolie portée,Virey-sous-bar 10260,,,
930,2019-01-31 10:28:01,2019-01-31 10:28:01,"Bonjour ! un très petit et un plus gros ,vous avez le choix !! Ils sont superbes et trop dégourdis super mignons!!! 0325296759 pour plus de rense (... voir la suite)",1,54,1,30,3889,2 petits bouts de yorkshire disponibles de suite,Virey-sous-bar 10260,,,
931,2019-01-20 18:01:46,2019-01-20 18:01:46,"Rylan spectaculaire chaton mâle pure race Bengal LOOF Née le 25/01/2020 ( livraison possible, tarif selon région ) Réservation possible via mon site (... voir la suite)",1,18,1,1493,4586,Rylan spectaculaire bengal loof très ht de gamme-prestigieuse origines,Pollestres 66450,,,
932,2019-09-19 12:45:50,2019-09-19 12:45:50,Avec plaisir nous annoncons la confirmation de la gestation de cette alliance tellement attendue. Une alliance qui nous reservera de jolis chiots sor (... voir la suite),1,53,1,1537,6367,Notre portée du printemps,Romenay 71470,,,
933,2019-03-23 14:30:40,2019-03-23 14:30:40,"0325296759 pour emporter ces jolies petites boules de coton blanches ,en pleine forme ,avec tous les papiers à jour et très bien socialisés ils savent (... voir la suite)",1,14,1,1116,7105,Disponibles de suite 0325296759 pour les emporter,Virey-sous-bar 10260,,,
934,2019-06-20 02:56:32,2019-06-20 02:56:32,La lice sujet recommandé Hophélie du clos des Agapornis attend des bébés. Le papa est le jeune et très prometteur Oslo des Perles Noires. La naissanc (... voir la suite),1,8,1,491,4794,La lice sujet recommandé hophélie attend des bébés,Gardanne 13120,,,
935,2019-10-09 04:34:45,2019-10-09 04:34:45,"Un chiot femelle Dogue du Tibet sera disponible début mars. Elle est de couleur noir et feu, de bon gabarit avec de la fourrure. Son papa est Multi (... voir la suite)",1,47,1,1227,7159,Chiot femelle dogue du tibet disponible lof,e Saulcy 88210,,,
936,2019-06-17 10:40:15,2019-06-17 10:40:15,chiot épagneul breton né le 11 janvier disponible fin mars vacciné pucé et certificat de bonne santé mère epagneul breton noir et blanche chasse (... voir la suite),1,3,1,631,5688,Chiot epagneul breton,Guzargues 34820,,,
937,2019-05-03 06:46:34,2019-05-03 06:46:34,"Miss France du Clos des Dolls a eu deux très jolis petits mâles noirs au charme très British , très bonnes origines , très bon caractère , espèrent f (... voir la suite)",1,11,1,883,7728,Bébés scottish-terrier,Bourdainville 76760,,,
938,2019-02-28 14:13:31,2019-02-28 14:13:31,"8 chiots Dogue du Tibet sont nés le 20 Janvier 2020, La maman est notre multi Championne Jyang Kha-Li du Domaine de Toundra, championne de France, Po (... voir la suite)",1,26,1,1836,6051,Superbes chiots dogue du tibet lof,e Saulcy 88210,,,
939,2019-03-07 12:51:54,2019-03-07 12:51:54,"Willow est le papa des nombreux magnifiques chatons . Il vient d’une très grande lignée anglaise .triple champion identifié génétiquement , testé pkd, (... voir la suite)",1,55,1,1059,5823,Male british shorthair disponible pour saille,Paris 75019,,,
940,2019-07-05 10:32:10,2019-07-05 10:32:10,"Duchesse Lizzy Vom Zürichberg, British Longhair de couleur Seal Tabby Point (golden) née le 12 septembre 2017, LOOF (CAC).... Recherche le futur papa (... voir la suite)",1,19,1,1628,6994,Recherche mâle british longhair pour saillie,Achères 78260,,,
941,2019-04-05 06:15:10,2019-04-05 06:15:10,"BONJOUR, Encore 2 mâles disponibles aux environs du 18 avril 2020 Vous avez le choix ! ils vous seront cédés super socialisés et en pleine forme a (... voir la suite)",1,51,1,1970,4008,Une très jolie portée de petits cotons,Virey-sous-bar 10260,,,
942,2019-08-19 18:43:35,2019-08-19 18:43:35,"Une très jolie portée de petits cockers bleu , encore un très joli choix de femelles , elles vous seront cédés aux environs du 04 avril 2020 , identi (... voir la suite)",1,22,1,83,4686,0325296759 pour réserver cette très jolie portée de cockers,Virey-sous-bar 10260,,,
943,2019-10-15 06:08:01,2019-10-15 06:08:01,"Bonjour 2 mâles et 3 femelles TRICOLORES disponibles aux alentours du 28 mars 2020 , tous les papiers en règle ,puce et passeport, vaccinés CHPLPPI (... voir la suite)",1,42,1,1309,7541,0325296759 pour réserver cette très jolie portée de papillons,Virey-sous-bar 10260,,,
944,2019-05-18 13:08:04,2019-05-18 13:08:04,"Bonjour 3 mâles et 2 femelles disponibles aux alentours du 28 mars 2020 , tous les papiers en règle ,puce et passeport, vaccinés CHPLPPI , et les pa (... voir la suite)",1,25,1,820,7365,Une très jolie portée de papillons,Virey-sous-bar 10260,,,
945,2019-02-26 15:23:16,2019-02-26 15:23:16,"Bonjour encore une très jolie femelle noire et un mâle noir , 0325296759 pour plus de renseignements Ils vous seront cédés après 2 mois lof bien (... voir la suite)",1,22,1,825,7992,Encore un joli mâle noir et une femelle noire,Virey-sous-bar 10260,,,
946,2019-11-07 20:38:31,2019-11-07 20:38:31,"Nous avons le plaisir de vous présentez nos 5 mâles bleus, donc 4 sont disponibles à la réservation. Ils pourront rejoindre leur famille aux alentours (... voir la suite)",1,23,1,531,3472,Mâles bengal bleus,Bourges 18000,,,
947,2019-02-02 13:08:23,2019-02-02 13:08:23,"Les chiots sont nés le 18 Février et seront disponibles mi-avril 2020, inscrits au LOF, pucés, vaccinés, vermifugés et partiront dans leurs familles a (... voir la suite)",1,7,1,363,6105,Chiots golden retrievers lof,Saint-andré-de-roquelongue 11200,,,
948,2019-04-08 00:03:53,2019-04-08 00:03:53,"Oakland est un superbe mâle blue smoke point aux yeux d'un bleu profond. Beau profil romain, très belle morphologie; gantage bien régulier. Transm (... voir la suite)",1,8,1,1413,2949,Etalon disponible pour saillie,Nevoy 45500,,,
949,2019-04-15 17:46:26,2019-04-15 17:46:26,"Disponible apres le confinement . Reservation possible. , Jolie femelle naine chocolat. Nez court ,excellente fourrure, bonne dentition, petite orei (... voir la suite)",1,26,1,648,5106,Femelle marron lof,Chaumes-en-brie 77390,,,
950,2019-01-30 00:30:33,2019-01-30 00:30:33,"Paki My Angels Bellanaya, mâle chihuahua lavande et tan, poils longs. Très beau chiot, compact et bien construit. Dentition lactéale 6x6 en ciseau (... voir la suite)",1,50,1,797,7753,Chihuahua mâle lavande et tan,rchamps-vennes 25390,,,
951,2019-03-25 06:13:07,2019-03-25 06:13:07,l'élevage des pattes d'argent est heureux de vous annoncer que les petit Chihuahua Poil court sont disponible de suite pour rejoindre leur nouvelle fa (... voir la suite),1,29,1,1143,6841,Sublime chiots chihuahua poils court lof,Saint-etienne 42000,,,
952,2019-01-24 00:44:15,2019-01-24 00:44:15,Luciole et Junky sont heureux de vous proposer leur portée de 4 bb Spitz LOF née le 7 janvier 2020. Il y a 2 femelles et 1 mâle qui seront de la cou (... voir la suite),1,4,1,147,7694,Les spitz de la perle d'amour,Doizieux 42740,,,
953,2019-12-03 08:03:20,2019-12-03 08:03:20,"Chatons Maine Coon LOOF sont nés à la Chatterie De La Hillane ( visible dans le Gers ou livraison possible en France pour 80e , cage de transport comp (... voir la suite)",1,44,1,1413,6496,"Chatons maine coon loof , paiement 4x/livraison",Callian 32190,,,
954,2019-07-15 23:39:25,2019-07-15 23:39:25,les Petits SPRINGERS SPANIELS Bicolores Marron et Blanc de JANET du marais de saintonge sont disponibles lof tatoues vaccines. Des parents passionn (... voir la suite),1,58,1,239,7115,Chiots springers spaniels,Tonnay-charente 17430,,,
955,2019-09-25 19:25:47,2019-09-25 19:25:47,"Des chatons sont disponibles début avril 2020 . Issues de parents de race Chartreux avec pedigree, et de lignées internationales et prestigieuses ,n (... voir la suite)",1,1,1,1870,7988,Chatons chartreux,Persan 95340,,,
956,2019-09-21 05:49:38,2019-09-21 05:49:38,"Dynamo JUST MADNESS et Onlydream Aiyana, sont les heureux parents de 8 magnifiques bébés. Il ne reste plus que Q'kysa, adorable chatonne, black smoke (... voir la suite)",1,24,1,1561,4031,Belle coonette black smoke et blanche,Pignans 83790,,,
957,2019-12-19 18:18:26,2019-12-19 18:18:26,"Chatons sibériens néva masquerade, 2 femelles, couleur Seal Point, nées le 30/01/2020. Disponible début mai 2020. Le sibérien convient aux personn (... voir la suite)",1,0,1,7,3822,Chaton siberien neva masquerade à réserver,oëcy 18500,,,
958,2019-08-12 10:59:49,2019-08-12 10:59:49,Bonjour. Magic Wolf Nanouk et Lovely boy des Reves de Neige dit Link sont heureux de vous annoncer la naissance de leurs chiots le 29 Janvier 2020 (... voir la suite),1,7,1,1365,2352,Chiots husky lof a réserver. disponible début avril,Marsac 16570,,,
959,2019-10-24 01:42:48,2019-10-24 01:42:48,Bonjour. Magic Wolf Neige et Magic Wolf Lune noire dit Loupy sont heureux de vous annoncer la naissance de leurs chiots le 29 Janvier 2020. Neige (... voir la suite),1,26,1,1219,5067,Chiots husky lof a réserver. disponible début avril,Marsac 16570,,,
960,2019-06-15 05:07:50,2019-06-15 05:07:50,"6 chatons chartreux à vendre. Elevage familial et respectueux : nos deux chattes ne font qu'une portée par an et font, tout comme nos chiens et nos j (... voir la suite)",1,42,1,1419,4986,6 chatons chartreux cherchent famille,Neuville-sur-vanne 10190,,,
961,2019-04-12 04:32:36,2019-04-12 04:32:36,"A réserver 3 femelles chiots Cairn terrier de parents inscris au LOF. Elles sont nées le 03/02/2020 et seront vendues vaccinées, pucées, vermifugées (... voir la suite)",1,6,1,501,7553,Chiots cairn terrier,Nîmes 30000,,,
962,2019-04-21 22:03:24,2019-04-21 22:03:24,à vendre jeune femelle bouvier bernois de 13 mois contacte uniquement par téléphone (... voir la suite),1,16,1,833,4520,Chiot bouvier bernois,Carsac-aillac 24200,,,
963,2019-08-02 03:12:11,2019-08-02 03:12:11,"Vends très beau bouledogue français né le: 16/08/2018, caille fauve, inscrit au LOF Cause retraite arrêt de la race. Prix: 1000€. Renseignements au (... voir la suite)",1,13,1,388,2534,Bouledogue 18 mois lof,Péret 34800,,,
964,2019-06-05 02:13:37,2019-06-05 02:13:37,"La chatterie de la Place du Fort est heureux de pouvoir vous proposer Mistral, notre beau mâle de 4 ans qui est Grand Champion d'Europe et N4 au SQR (... voir la suite)",1,37,1,1255,4536,Saillie avec mistral de fer et de velours,Bonneil 02400,,,
965,2019-01-06 23:18:10,2019-01-06 23:18:10,"Bonjour, je cherche une chienne pour mon Papa de 75 ans , veuf, vivant à la campagne. Il est très mobile et marche beaucoup, il a toujours eu des chie (... voir la suite)",1,44,1,1450,4820,Cherche femelle retraitée d'élevage.,ranqueville-saint-pierre 76520,,,
966,2019-10-19 01:40:23,2019-10-19 01:40:23,"Etalon recommandé SCC et RCF, disponible pour reproduction sur chiennes contrôlées hanches et yeux. Excellent pedigree. Superbe couleur dorée. Beau (... voir la suite)",1,15,1,157,3643,Magic chorus du fort de bertheaume - pour saillie,Amiens 80000,,,
967,2019-04-09 11:06:08,2019-04-09 11:06:08,"mâles dispo pour le 20 MARS sur la portée NOESIS & le champion de France LEYTON. voir info sur mon site . chiots pour sportifs, chasseurs et amoureu (... voir la suite)",1,9,1,720,7034,Chiots disponibles mi mars pour sportifs et chasseurs,Recquignies 59245,,,
968,2019-06-28 03:08:08,2019-06-28 03:08:08,"A VENDRE 5 mâles cocker anglais (3 ZIBELINES 2 FAUVES) et une femelle fauve, LOF nés le 17 janvier 2020 , PARENTS TESTES APR PRCD et NF, VACCINES 2 C (... voir la suite)",1,43,1,1864,7495,Cocker anglais lof,ussac-les-châteaux 86320,,,
969,2019-03-05 22:45:40,2019-03-05 22:45:40,"A vendre 4 mâles cocker anglais lof ( 3 noirs et un noir et feu) nés le 11 janvier 2020 , PARENTS TESTES APR PRCD et NF, VACCINES 2 CPV , KC et CHPL E (... voir la suite)",1,10,1,1402,3966,Cocker anglais lof,ussac-les-châteaux 86320,,,
971,2019-07-13 04:05:04,2019-07-13 04:05:04,"PERCEVAL de la Passion du Siam, siamois red point mâle né le 8 mai 2019. Disponible de suite. Il est trés câlin et bavard, extrêmement pot de colle (... voir la suite)",1,12,1,1387,2749,Siamois loof,Issus 31450,,,
972,2019-12-13 16:19:57,2019-12-13 16:19:57,"Kazan no shyriu Superbe male de bientot 7 mois a vendre, a jour de tous vaccins,vermifuges, socialisé aux enfants, vie en exterieur et habitué a l'in (... voir la suite)",1,37,1,640,6037,Akita inu mâle 7mois,Beauzac 43590,,,
973,2019-04-03 15:28:43,2019-04-03 15:28:43,"Naissances le 20 mars 2020, mère Namdak des Plateaux du Changthang Il reste 1 joli mâle à réserver. A 4 jours Il est noir et tan, sa couleur peut év (... voir la suite)",1,34,1,512,5864,Naissances le 12 mars 2020,Primarette 38270,,,
974,2019-05-02 04:36:36,2019-05-02 04:36:36,"Petit, actif, plein d'allant, rustique, le westie est un amour de chien pour la ville comme la campagne. Il s'adapte à votre vie que vous soyez sporti (... voir la suite)",1,48,1,1095,3320,Les bebes de milky way,Saint-pourçain-sur-sioule 03500,,,
975,2019-12-15 14:13:00,2019-12-15 14:13:00,"Le 11 février, les bébés de Lilou sont nés ! 1 males entouré de 4 femelles ont pointé le bout de leur nez. Ils sont le fruit d’un très beau mariage (... voir la suite)",1,1,1,158,6177,Les bébés sont arrivés !,Pujaut 30131,,,
976,2019-01-01 11:58:01,2019-01-01 11:58:01,"vends 2 chiots épagneul papillon LOF, nés le 26 janvier, 2 males fauve et blanc, vendus pucer vacciner avec certificat de bonne santé du vétérinaire, (... voir la suite)",1,30,1,1218,5710,Chiots lof epagneul papillon,e Pin 03130,,,
977,2019-11-20 10:42:02,2019-11-20 10:42:02,Très jolies femelles Bouledogue Français par un superbe male Champion MIDNIGHT SERIAL KILLER IN THE PURPLE MOON et notre belle OASIS DES MUSES DU HAUT (... voir la suite),1,9,1,1955,5762,Chiot femelle bouledogue,Courpière 63120,,,
978,2019-08-09 17:02:47,2019-08-09 17:02:47,"Chiots braques d'Auvergne nés le 17 novembre 2019. Père excellent chasseur, trialer gibier tiré. Mère excellente chasseresse classée en travail sur g (... voir la suite)",1,20,1,773,4772,Chiots braques d'auvergne,ichos 64130,,,
979,2019-01-25 15:29:55,2019-01-25 15:29:55,"reste de disponibles sur la portée de 6 chiots , 3 mâles et 1 femelle tous gris claires Issue de parents testés et indemnes de tares oculaire et dys (... voir la suite)",1,39,1,118,3742,A réserver magnifiques chiots husky lof,unel-viel 34400,,,
980,2019-06-05 17:51:37,2019-06-05 17:51:37,"Naissance le 13 décembre 19, chiots chow chow, 1màle disponible, vacciné, puçé, lof, facture et certificat vétérinaire de bonne santé. Parents visible (... voir la suite)",1,26,1,564,3601,Superbes chiots chow chow,Callas 83830,,,
981,2019-07-09 08:59:35,2019-07-09 08:59:35,a réserver 3 chiots femelles inscrit au lof née le 07 02 20 dispo a partir de 8 semaines (... voir la suite),1,32,1,757,5556,Chiots beagle lof,Saint-marcel-de-félines 42122,,,
982,2019-08-08 20:19:58,2019-08-08 20:19:58,Nos jolis montagne des pyrénées attendent leur future famille pour mi mars. :) Nos chiots montagne des Pyrénées sont nés le 5 janvier 2020. Ils s (... voir la suite),1,5,1,1220,2672,Chiots montagne des pyrénées,Vassonville 76890,,,
983,2019-10-09 00:17:45,2019-10-09 00:17:45,13 chiots (5 mâles et 8 femelles) sont nés le 09 février 2020 issus d'excellentes lignées et de parents au caractère stable (tous 2 visibles à l'éleva (... voir la suite),1,25,1,1984,2319,Chiots dogues argentins lof,Glainans 25340,,,
984,2019-07-21 16:16:59,2019-07-21 16:16:59,LES SEIGNEURS DE LA VALLÉE DE L'ISLE élevage de sélection au cœur du Périgord propose d'adorables chiots SPITZ ALLEMANDS uniquement LOF . 1 mâle O (... voir la suite),1,32,1,1158,4061,Superbe spitz orange lof,Veyrines-de-vergt 24380,,,
985,2019-04-03 05:46:31,2019-04-03 05:46:31,"LES SEIGNEURS DE LA VALLÉE DE L'ISLE, élevage de sélection au cœur du Périgord-Dordogne propose superbes chiots SPITZ Allemands LOUPS (Keeshond) : (... voir la suite)",1,52,1,1211,7813,Superbes chiots spitz loup lof (keeshond),Veyrines-de-vergt 24380,,,
986,2019-10-07 03:56:09,2019-10-07 03:56:09,"Issus des lignées les plus prestigieuses, 1 mâle noir et feu et une femelle blonde ont vu le jour le 2 février. Ils sont en pleine forme ! Comment ne (... voir la suite)",1,38,1,1824,6005,Adorable chiots cocker américain,Saumur 49400,,,
